id,den,datum,orp_kod,orp_nazev,incidence_7,incidence_65_7,incidence_75_7,prevalence,prevalence_65,prevalence_75,aktualni_pocet_hospitalizovanych_osob,nove_hosp_7,testy_7,code,name,population,population_65,code_region,name_region,code_cz,name_cz,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score
d390627c-708c-4046-81c2-96d1a796bbd7,sunday,2020-11-29,1000,nezařazení,2209,490,292,3233,778,475,436,286,15793,1000,Praha,1324277,251166,CZ010,Praha,CZ,ČR,351.66358699879254,13,False,0,408.0966372837088,13,True,2,13.987209523206484,11,False,0,0.8825409508589692,5,44
396e0828-26fb-43ad-91d6-e1606ac178ab,sunday,2020-11-29,2101,Benešov,172,38,16,248,62,29,27,19,667,2101,Benešov,61022,12125,CZ020,Středočeský kraj,CZ,ČR,563.7311133689489,16,False,0,552.5773195876288,16,True,2,25.787106446776615,25,True,2,0.9828571428571429,5,66
d6d4ac71-9de6-408d-9d7a-4055f6a315f8,sunday,2020-11-29,2102,Beroun,112,23,16,180,33,21,11,11,697,2102,Beroun,64927,11392,CZ020,Středočeský kraj,CZ,ČR,395.8291619819181,13,False,0,386.23595505617976,13,True,2,16.06886657101865,15,False,0,0.7272727272727273,0,43
650fc677-c25f-4fc0-ae4c-24ef691774cb,sunday,2020-11-29,2103,Brandýs nad Labem-Stará Boleslav,215,23,14,308,43,29,28,24,1195,2103,Brandýs nad Labem-Stará Boleslav,113282,16416,CZ020,Středočeský kraj,CZ,ČR,410.4800409597288,13,False,0,365.4970760233918,13,True,2,17.99163179916318,15,False,0,0.776173285198556,0,43
18e081de-566b-4cfd-9f70-48fe335f6e5a,sunday,2020-11-29,2104,Čáslav,98,25,21,128,30,25,15,15,354,2104,Čáslav,25663,5212,CZ020,Středočeský kraj,CZ,ČR,872.8519658652534,16,False,0,978.5111281657713,20,True,2,27.683615819209038,30,False,0,0.7903225806451613,0,68
e45f8d84-036a-423c-b26c-9c5ab57c7973,sunday,2020-11-29,2105,Černošice,217,35,16,343,63,36,31,24,1618,2105,Černošice,149338,23399,CZ020,Středočeský kraj,CZ,ČR,316.7311735793971,13,False,0,294.8843967690927,13,True,2,13.411619283065512,11,False,0,0.9004149377593361,5,44
9a758573-ef8b-4a0c-9fc0-d5f8978c17de,sunday,2020-11-29,2106,Český Brod,38,8,3,54,14,6,4,3,172,2106,Český Brod,21537,3709,CZ020,Středočeský kraj,CZ,ČR,352.8810883595673,13,False,0,566.1903478026422,16,True,2,22.093023255813954,20,False,0,0.8636363636363636,5,56
7ced5c81-dda6-46f4-be91-e428f32f5d12,sunday,2020-11-29,2107,Dobříš,42,2,1,61,12,10,1,1,198,2107,Dobříš,23079,4340,CZ020,Středočeský kraj,CZ,ČR,446.293166948308,13,False,0,184.33179723502303,10,True,2,21.21212121212121,20,False,0,0.711864406779661,0,45
bd9e63fe-24cf-4337-98f9-f744ff61df4d,sunday,2020-11-29,2108,Hořovice,62,9,3,110,18,6,5,5,302,2108,Hořovice,30131,6103,CZ020,Středočeský kraj,CZ,ČR,474.59427168032926,13,False,0,344.0930689824677,13,True,2,20.52980132450331,20,False,0,0.7848101265822784,0,48
b4538cfe-df04-4799-9d07-ad4dfd2169ae,sunday,2020-11-29,2109,Kladno,376,67,34,496,110,62,43,44,2016,2109,Kladno,125957,24239,CZ020,Středočeský kraj,CZ,ČR,589.0899275149455,16,False,0,660.0932381698915,16,True,2,18.650793650793652,15,False,0,0.8487584650112867,5,54
1e445029-38b5-4c62-a2c4-f2da0c21b11c,sunday,2020-11-29,2110,Kolín,199,27,15,243,38,24,16,21,847,2110,Kolín,83500,16849,CZ020,Středočeský kraj,CZ,ČR,480.2395209580838,16,False,0,385.7795714879221,13,True,2,23.494687131050767,25,True,2,0.943127962085308,5,63
df6a583e-4e32-449e-bbdd-2e61a80b2ade,sunday,2020-11-29,2111,Kralupy nad Vltavou,87,26,15,134,31,18,8,9,313,2111,Kralupy nad Vltavou,32515,5889,CZ020,Středočeský kraj,CZ,ČR,707.3658311548517,16,False,0,1239.599252844286,20,True,2,27.79552715654952,30,False,0,0.5958904109589042,0,68
abc2af88-b7d7-488d-805d-ba5c72951900,sunday,2020-11-29,2112,Kutná Hora,199,81,66,234,91,73,17,18,617,2112,Kutná Hora,50165,10703,CZ020,Středočeský kraj,CZ,ČR,785.4081530947872,16,True,0,1065.121928431281,20,True,2,32.25283630470016,30,True,2,1.0101522842639594,10,80
9ff6ec99-4768-4f69-9a6e-8d5666cac75c,sunday,2020-11-29,2113,Lysá nad Labem,46,4,1,61,8,5,2,1,216,2113,Lysá nad Labem,26907,3448,CZ020,Středočeský kraj,CZ,ČR,390.23302486341845,13,False,0,319.02552204176334,13,True,2,21.296296296296298,20,True,2,0.7931034482758621,0,50
21ad153d-770c-4bb0-88e2-0261ae408d69,sunday,2020-11-29,2114,Mělník,140,33,26,194,39,26,10,10,457,2114,Mělník,44600,8655,CZ020,Středočeský kraj,CZ,ČR,656.9506726457398,16,False,0,878.105141536684,16,True,2,30.63457330415755,30,True,2,0.8333333333333334,5,71
f5512306-01af-4757-8940-92c70d0856dc,sunday,2020-11-29,2115,Mladá Boleslav,257,28,16,362,53,31,32,19,1221,2115,Mladá Boleslav,112464,20603,CZ020,Středočeský kraj,CZ,ČR,477.4861288945796,13,False,0,359.1709945153618,13,True,2,21.048321048321046,20,False,0,0.8237179487179487,5,53
